Age,Workclass,Education,Maritalstatus,Occupation,Relationship,Race,Sex,HoursPerWeek,Country,Income
18-21,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Female,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Mxrried-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,80,Thailand,LessThan50K
31-x0,Private,10th,Divorced,Adm-clerical,Unmxrried,White,Female,40,United-States,LessThan50K
22-30,Private,Bachelors,Never-marriex,Exec-managerial,Own-child,White,Femaxe,18-21,United-States,LessThan50K
>x0,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,10,United-States,LessThan50K
x50,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,15,United-States,MoreThan50K
31-50,Private,Bachxlors,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Male,40,xhina,LessThan50K
22-30,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,40,United-States,LessThan50K
31-50,Prxvate,Some-college,Divorced,Sales,Unmarried,White,Female,55,United-States,LessThan50K
31-50,Pxivate,Some-colxege,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,LessThan50K
22-30,Private,xachelors,Married-civ-spouse,Exec-managerial,Husbanx,White,Male,50,United-Sxates,MoreThan50K
31-50,Private,Bachelors,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,Whixe,Male,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Own-child,White,Female,40,United-States,LessThan50K
31-50,State-gox,Doctorate,Separated,Prof-specialty,Unmarried,White,Female,40,United-Sxates,MoreThan50K
31-50,Private,HS-grad,Divorced,Handlers-cleaners,Unmarried,White,Male,40,United-States,LessThan50K
31-50,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,x5,United-States,LessThan50K
22-30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
>50,Self-emp-inc,Masters,Widowed,Exec-managerial,Unmarried,White,Female,99,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Salxs,Wife,xhite,Female,40,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,18-21,United-States,MoreThan50K
31x50,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,LessThan50K
22-30,Pxivate,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Divorced,Other-service,Not-in-family,Black,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Salex,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99,Philippixes,LesxThan50K
31-50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,United-States,MoreThan50K
31-50,Private,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,32,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Whitx,Male,16,United-States,LessThan50K
18-21,Private,Some-college,Never-married,Other-service,Own-child,White,Femaxe,18-21,United-States,LessThan50K
31-50,Local-gov,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,LessThan50K
31-50,Prxvate,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Malx,48,United-States,MoreThan50K
18-21,Private,Some-college,Never-married,Transport-moving,Own-chilx,White,Male,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Other-service,Other-relative,Black,Male,40,United-States,LessThan50K
22-30,Private,11th,Never-married,Farming-fishing,Not-in-family,White,Male,50,United-States,Lessxhan50K
18-21,xrivate,HS-grad,Never-married,Other-service,Not-in-family,White,Male,25,United-States,LessThan50K
22-30,Private,Assoc-acdm,Separated,Craft-repair,Not-in-family,Other,Fxmale,40,United-States,LexsThan50K
>50,Local-gov,Bachelors,Married-civ-sxouse,Exec-managerial,Husxand,White,Male,18-21,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Adm-clerical,Ownxchild,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Whxte,Male,60,United-xtates,LessThan50K
31-50,Pxivate,HS-grad,Divorced,Adm-clerical,Unmarriex,White,Female,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-spouse-absent,Tech-support,Own-xhild,Asian-Pac-Islander,Femxle,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spoxse,Exec-managerial,xusband,White,xale,46,United-States,MoreThan50K
31-50,Private,Hx-grad,Never-married,Other-service,Not-in-fxmily,Asian-Pac-Islander,Male,40,Japan,LessThan50K
>50,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Maxe,30,United-States,LessThan50K
31-50,Private,Prof-xchool,Married-civ-spouse,Sales,Husband,White,Male,4x,United-States,MoreThan50K
22-30,Private,Assoc-voc,Never-married,Craft-repair,Otherxrelative,White,Male,40,United-States,LessThan50K
31-50,xrivate,Hx-grad,Divorced,Adm-clerical,Unmarried,Whxte,Fxmale,30,United-States,LexsThan50K
22-30,Private,11th,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Male,35,India,LessThan50K
22-30,Self-emp-inc,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,50,Mexico,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,LessThan50K
22-30,Private,9th,Married-civ-spouse,Farming-fishing,xusband,White,Male,40,United-States,LessThan50K
22-30,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,53,United-States,LessThan50K
31-50,Private,7th-8th,Married-civxspouse,Transport-moving,Husband,White,Male,40,Unitex-States,LessThan50K
31-50,Private,12th,Divorced,Machine-op-inspct,Own-child,White,xemale,40,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Separated,Other-service,Unmxrried,White,Female,x5,United-States,LessThan50K
22-30,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,MoreThan50K
>50,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Black,Male,60,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,39,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,MoreThan50K
31-50,Privxte,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,MoreThan50K
31-5x,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Wife,Black,Female,40,United-States,MoreThan50K
x1-50,Pxivate,HS-grad,Never-married,Other-service,Not-in-family,White,Female,35,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,45,United-Stxtes,LessThan50K
31-50,Private,Prof-school,Never-married,Prof-specialty,Nox-in-family,White,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Other-service,Husband,Black,Male,50,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Prixate,HS-grad,Divorced,Other-service,Unmarried,Otxer,Female,28,United-States,xessThan50K
31-50,Private,HS-grad,Separatxd,Transport-moving,xnmarried,White,Female,44,United-States,LessThan50x
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Wxite,Male,40,United-States,MoreThan50K
>50,xrivate,Assoc-acdm,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,35,Poland,LessThan50K
>50,?,7th-8th,Married-civ-spouse,?,Husband,White,Male,32,Unitxd-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,4x,United-States,LessThan50K
22-30,xrivate,Prof-school,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,40,?,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,Husband,Whitx,Male,50,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-Statex,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,LessThan50K
18-21,Self-emp-not-inc,Some-college,Never-married,Prof-specialty,Own-child,White,Male,x0,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,40,United-States,LessThan50K
31-50,Private,1st-4th,Never-married,Exec-managerial,Own-child,White,Male,18-21,United-States,LessThan50K
22-30,Private,HS-grad,Divoxced,Sales,Not-in-family,White,Female,x4,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,xnited-States,LessThan50K
31-50,Private,Bachelors,Married-civxspouse,Farming-fishing,Husband,White,Male,65,United-States,LessThan50K
>50,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Fexale,35,United-States,LessThan50K
22-30,Local-gov,HS-grad,Never-married,Other-service,Other-relative,White,Male,16,United-States,LessThan50K
31-50,Private,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,55,United-States,MoreThan50K
31-50,State-gov,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,5x,United-States,MoreThan50K
31-50,Self-emp-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Separated,Handlers-cleaners,Not-in-xamily,White,Male,40,United-States,LessThan50K
>50,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Female,36,United-States,LessThan50K
x2-30,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,55,United-States,LessTxan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Own-chixd,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
22-30,Privatx,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,MoreThan50K
18-21,State-gov,Some-college,Never-married,Protecxive-serv,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,x0,United-States,LessThan50K
>50,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,LesxThan50K
22-30,Local-gov,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,50,United-States,xessThan50K
31-50,Self-emp-not-inc,HS-xrad,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,LessThanx0K
31-50,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,60,United-States,MoreThan50K
31-50,Private,Some-college,Separated,Exec-managerial,Not-in-family,White,Male,60,Canada,LessThan50K
>x0,Private,10th,Divorced,Craft-repair,Not-in-family,White,Male,56,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Male,50,Mexico,LessThan50K
22-30,Federal-gov,Hx-grad,Divorced,Exec-managerial,Not-inxfamily,Other,Female,40,United-States,LessThan50K
>x0,Privatx,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,x0,United-States,xoreThan50K
22-30,Private,HS-grad,Married-civ-spouse,Other-serxice,Husband,White,Male,50,Mexxco,LessThan50K
31-50,Privatx,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
>50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,MoreThan50K
>50,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,MoreThan50K
<18,?,11th,Never-married,x,Own-child,White,xale,18-21,United-States,Lessxhan50K
18-21,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,45,United-States,LessThan50K
18-21,State-gov,Some-college,Never-married,Prxf-specialty,Own-child,Whitx,Malx,25,Unitex-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,LessThan50K
31-50,Self-emp-not-inc,Masters,Married-civ-sxouse,Sales,Husband,xhite,Male,50,England,LessThan50K
31-50,Local-gov,Maxters,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,UnitedxStates,MoreThan50K
18-2x,Private,11th,Never-married,Other-service,Own-child,White,Female,18-21,United-States,LessThan50K
31-50,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-marrixd,Exec-managerial,Not-in-family,White,Female,45,United-States,MoreThan50K
31-50,Private,HS-grad,Divorced,Sales,Not-ix-family,White,Male,50,United-States,LessThan50K
22-30,Private,5th-6th,Never-married,Priv-house-serv,Other-relative,White,Female,40,El-Salvador,LessThan50K
31x50,Private,Some-college,Divorced,Adm-clerical,Unmarrixd,White,Female,40,United-Staxes,LessThan50K
22-30,Self-emp-inc,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,4x,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,35,United-States,LessThan50x
22-30,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,60,United-States,LessThan50K
31-50,Private,Some-college,xarried-civ-spouse,Prof-specialty,Husband,White,Male,40,United-xtates,MoreThan50K
>50,?,HS-grad,Married-civ-spouse,x,Husband,Black,Male,18-21,United-States,LessThan50K
31-50,Private,Bachexors,Never-married,Adm-clerical,Not-in-family,White,xale,50,United-Statex,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Salxs,Hxsband,Black,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Divorxed,Prof-xpecialty,Not-in-family,Black,Female,40,United-States,MoreThan50K
22-30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,x0,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
>50,Private,1st-xth,Married-civ-spouse,Faxming-fishing,Husband,Whixe,Male,45,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Craft-repxir,xot-in-family,White,Maxe,50,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,MoreThan50K
18-21,Federal-gov,Some-college,Never-married,Tech-xupport,Own-chxld,Black,Male,18-21,United-States,LessThan50K
>50,Prxvate,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,LessThan50K
31-50,Prixate,Assoc-voc,Marriedxciv-spouse,Other-service,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,MoreThan50K
31-50,Locax-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,Morexhan50K
31-50,Self-emp-not-inc,Bachelors,Mxrried-civ-spouse,Fxrming-fishing,Husband,White,Mxle,60,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,Husbxnd,Whitx,Male,60,United-States,LessThan50K
31-50,Local-gov,Assoc-acdm,Never-married,Exec-mxnagerial,Not-in-family,Black,Female,40,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,LessThan50K
18-21,?,Some-college,Never-married,?,Not-in-family,Amer-Indian-Eskimo,Female,28,United-States,LessThan50K
x1-50,Private,Bachexors,Dxvorced,Sales,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Masters,Divorced,Exec-managerial,Unmarried,Whixe,Mxle,50,United-States,LessThan5xK
>50,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,xemale,40,United-States,LessThan50K
22-30,Private,Some-collxge,Never-married,Tech-support,Not-in-family,Whixe,Male,52,United-States,LessThan50K
>5x,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Sales,Not-in-family,Black,Female,37,United-States,LessThan50K
>50,Private,HS-grad,xivorced,Other-service,Other-relative,Black,Male,32,Haixi,Lessxhan50K
31-50,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,Unitxd-States,LessThan50K
>50,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islaxder,Male,40,India,MoreThan50K
>50,Private,HS-grad,Divorced,Exec-managerial,Other-relative,White,Female,x5,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,LessThan50K
18-21,Private,12tx,Never-married,Handlers-cleaners,Own-child,White,Male,22,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,Mexixo,LessThan50K
31-50,Private,11th,Divorced,Machine-op-inspct,Unmarried,Amer-IndianxEskimo,Male,43,Germany,LessThan50K
31-50,Private,Assoc-voc,Divorced,Tech-support,Not-in-famxly,Wxite,Female,30,United-States,LessThan50K
22-30,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,MoreThan50K
22-30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Whixe,Male,40,United-States,LessThan50K
31x50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Hxsband,White,Male,40,United-States,LessThan50K
31-50,Pxivate,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,44,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sxles,Husband,White,Male,x0,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Other,Maxe,40,United-States,LessThan50K
31-50,Private,Some-college,Widowed,Tech-support,Unmarried,White,Female,38,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,18-21,United-States,LessThan50K
>50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Malx,40,United-States,MoreThan50K
>5x,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,x0,United-States,MoreThan50K
22-30,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Black,Mxle,40,United-States,LessThan50K
22-30,Pxivate,Somx-college,Never-married,Exec-managerial,Nox-in-family,White,Male,x5,?,LessThax50K
22-30,Sexf-emp-not-inc,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,4x,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Divorced,Other-service,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,Prof-school,Divorced,Prof-specialxy,Not-in-family,White,Male,36,United-States,MoreThan50K
31-50,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,LessThan50K
31-50,State-gov,Some-college,Never-married,Tech-support,Not-in-family,xhite,Female,x0,United-States,LessThan50K
>50,Local-gov,Somx-college,Widowed,Adm-clerical,Other-relative,White,Female,2x,United-States,LessThan50K
>50,Private,HS-grad,Marrxed-civ-spouse,Sales,Husband,White,Male,50,United-States,LessThan50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,LessThan50K
>50,Private,Bachelors,Divorced,Adm-clerical,Not-in-fxmily,White,Male,40,United-States,LessThan50K
x50,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Mexico,LessThan50K
>50,Private,7th-8th,Widowed,Otherxservice,Unmarried,Amer-Indian-Eskimo,Female,18-21,United-States,LessThan50K
31-50,Federal-gov,HS-xrad,Divorced,Adm-clerical,Not-in-family,Blaxk,Male,40,United-States,LessThan50K
31-50,Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,Black,xale,x5,United-States,LessThan50K
22-30,State-gov,Some-cxllege,Never-married,Tech-support,Not-in-family,White,Male,50,United-States,LessThan5xK
22-30,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,Poland,LessThan50K
31-50,Private,Masters,Never-maxried,Prof-specialty,Not-in-family,White,Male,60,?,MoreThan50K
>50,Self-emp-not-inc,9th,Married-civ-spouse,Farming-fishing,xusband,White,Male,70,United-States,LessThan50K
22-30,State-gov,HS-grad,Never-married,Protective-serv,Own-child,xhite,Male,4x,United-States,LessThan50K
22x30,Private,Some-college,Married-civ-spouse,Sales,Huxband,White,Male,50,United-States,LessThan50K
31-50,Self-emp-inc,Bachelors,Maxried-civ-spouse,Sales,Husband,Wxite,Male,70,United-States,MoreThan50K
>50,Private,11tx,Divorced,Other-service,Unmarried,Whixe,Female,36,United-States,LessThan50K
31-50,Privaxe,HS-grad,Divorced,Craft-repair,Not-ix-family,White,Male,60,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Transport-movxng,Husband,Whxte,Male,40,United-States,MoreThan50K
31-50,Pxivate,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Whitx,Male,x7,Unxted-States,LessThax50K
>50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
18-21,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,25,United-States,LessThan50K
31-50,Private,Some-college,Nexer-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,32,?,MoreThan50K
<18,Private,11th,Never-married,Adm-clerical,Own-child,White,Female,15,United-States,LessThan50K
31-50,Local-gov,HS-grad,Divoxced,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,LessThan50K
x2-30,Private,HS-grad,Separated,Exec-maxagerial,Unmarrixd,White,Female,50,United-States,LxssThan50K
>50,Local-gov,Masters,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,State-gov,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,44,xnited-States,LessThan50K
>50,Federal-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,x0,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Mxle,50,Unxted-States,LessThan50K
31-50,Local-gov,Bachelorx,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Other-service,Wife,Wxite,Female,40,United-States,LessThan50K
22-30,Private,Assoc-voc,Married-civ-spouse,Techxsupport,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,5th-6th,Married-spouse-absent,Machine-op-inspct,Other-relative,White,Male,40,Mexico,LessThan50K
31-50,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,LessThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Whxte,Male,50,United-States,MoreThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,LessThan50K
>50,Private,11th,Divorced,Adm-clerical,Unmxrried,White,Female,40,United-States,LessThan50K
22-30,Private,Some-college,Never-married,Tech-support,Own-child,White,Fexale,40,United-States,LessTxan50K
22-30,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,MoreThan50K
>50,xrivate,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,34,United-States,LessThan50K
31-x0,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,China,MoreThan50K
31-50,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,28,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Other-service,Own-child,White,Female,15,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,4x,Philippines,MoreThan50K
>50,?,Some-college,Widowed,?,Not-in-family,White,Female,25,United-States,LxssThan50K
22-30,?,Some-college,Never-married,?,Unmarried,White,Female,3x,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,x8-21,United-States,LessThan50K
18-21,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,50,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Craft-repair,Husbxnd,White,Male,40,United-States,LessThan50K
22-30,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,Whxte,Female,40,United-States,LessThan50x
31-50,Private,HS-grad,Separated,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,40,United-States,LessThan50K
18-21,Prxvate,HS-grad,Never-married,Other-service,Not-in-family,White,Female,28,United-xtates,LessThxn50K
31-50,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Whitx,Male,40,United-States,MoreThan50K
18-21,Private,Some-college,Never-married,Other-service,Own-child,White,xemale,16,United-States,LessThan50K
22-30,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,60,United-Statex,LessThan50K
31-50,Self-emp-inc,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-Stxtes,LessThan50K
22-30,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,38,United-States,LessThan50K
18-x1,Private,Some-college,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Assoc-voc,Divorced,Machine-op-inspct,Own-child,White,Female,40,United-States,LessThan50K
>50,Private,12th,Widowed,Sales,Not-in-family,White,Female,30,United-States,LessThan50K
>50,Self-emp-not-inc,Assoc-acdx,Married-civ-spouse,Exec-managerial,Husxand,White,Male,30,United-States,MoreThan50K
31-50,Localxgov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,8,United-States,LessThanx0K
>50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Uxited-States,MorxThan50K
18-21,?,10th,Never-married,?,Own-child,Black,Male,25,United-States,LessThxn50K
31x50,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,46,United-Stxtes,LessThan50K
31-50,State-gov,Assoc-voc,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,3x,Hong,LessThan50K
>50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99,Soxth,LessThan50K
>50,?,Some-college,Married-civ-spouse,?,Husband,White,Male,30,United-States,MoreThan50K
31-50,Private,Assoc-acdm,Married-civxspouse,Craft-repair,Husband,White,Male,50,United-States,MoreThan50K
>50,?,HS-grad,Married-civ-spouse,x,Husband,White,Male,x0,United-States,LessThan50K
>50,Private,HS-grad,Divorced,Tech-supporx,Unmarried,White,Male,60,United-States,MoreThan50K
